27,27
25,7,visited
26,7,visited
0,8,path
1,8,barrier
2,8,normal
3,8,barrier
4,8,normal
5,8,barrier
6,8,normal
7,8,barrier
8,8,normal
9,8,barrier
10,8,normal
11,8,barrier
12,8,normal
13,8,normal
14,8,normal
15,8,normal
16,8,normal
17,8,normal
18,8,normal
19,8,barrier
20,8,visited
21,8,visited
22,8,visited
23,8,visited
24,8,barrier
25,8,visited
26,8,barrier
0,9,path
1,9,barrier
2,9,normal
3,9,barrier
4,9,normal
5,9,barrier
6,9,normal
7,9,barrier
8,9,normal
9,9,barrier
10,9,normal
11,9,barrier
12,9,barrier
13,9,barrier
14,9,barrier
15,9,barrier
16,9,barrier
17,9,barrier
18,9,barrier
19,9,barrier
20,9,barrier
21,9,barrier
22,9,barrier
23,9,visited
24,9,barrier
25,9,visited
26,9,visited
0,10,path
1,10,barrier
2,10,normal
3,10,barrier
4,10,normal
5,10,barrier
6,10,normal
7,10,barrier
8,10,normal
9,10,barrier
10,10,normal
11,10,barrier
12,10,visited
13,10,visited
14,10,visited
15,10,visited
16,10,visited
17,10,visited
18,10,visited
19,10,visited
20,10,visited
21,10,visited
22,10,visited
23,10,visited
24,10,barrier
25,10,barrier
26,10,visited
0,11,path
1,11,barrier
2,11,normal
3,11,barrier
4,11,normal
5,11,barrier
6,11,barrier
7,11,barrier
8,11,barrier
9,11,barrier
10,11,barrier
11,11,barrier
12,11,barrier
13,11,barrier
14,11,barrier
15,11,barrier
16,11,barrier
17,11,visited
18,11,barrier
19,11,barrier
20,11,barrier
21,11,barrier
22,11,barrier
23,11,barrier
24,11,barrier
25,11,visited
26,11,visited
0,12,path
1,12,path
2,12,path
3,12,path
4,12,path
5,12,path
6,12,path
7,12,path
8,12,path
9,12,path
10,12,path
11,12,path
12,12,path
13,12,path
14,12,path
15,12,path
16,12,path
17,12,visited
18,12,visited
19,12,visited
20,12,visited
21,12,visited
22,12,visited
23,12,visited
24,12,visited
25,12,visited
26,12,visited
0,13,visited
1,13,barrier
2,13,visited
3,13,barrier
4,13,visited
5,13,barrier
6,13,visited
7,13,barrier
8,13,barrier
9,13,barrier
10,13,normal
11,13,barrier
12,13,normal
13,13,barrier
14,13,barrier
15,13,barrier
16,13,path
17,13,barrier
18,13,barrier
19,13,barrier
20,13,barrier
21,13,barrier
22,13,barrier
23,13,visited
24,13,barrier
25,13,barrier
26,13,visited
0,14,visited
1,14,barrier
2,14,visited
3,14,barrier
4,14,visited
5,14,barrier
6,14,visited
7,14,barrier
8,14,normal
9,14,barrier
10,14,normal
11,14,barrier
12,14,normal
13,14,normal
14,14,normal
15,14,barrier
16,14,path
17,14,visited
18,14,visited
19,14,barrier
20,14,visited
21,14,visited
22,14,visited
23,14,visited
24,14,visited
25,14,barrier
26,14,visited
0,15,visited
1,15,barrier
2,15,visited
3,15,barrier
4,15,visited
5,15,barrier
6,15,visited
7,15,barrier
8,15,normal
9,15,barrier
10,15,normal
11,15,barrier
12,15,normal
13,15,barrier
14,15,barrier
15,15,barrier
16,15,path
17,15,barrier
18,15,barrier
19,15,barrier
20,15,barrier
21,15,barrier
22,15,barrier
23,15,visited
24,15,visited
25,15,barrier
26,15,visited
0,16,visited
1,16,barrier
2,16,visited
3,16,barrier
4,16,visited
5,16,barrier
6,16,visited
7,16,barrier
8,16,normal
9,16,barrier
10,16,normal
11,16,barrier
12,16,normal
13,16,normal
14,16,normal
15,16,barrier
16,16,path
17,16,path
18,16,normal
19,16,barrier
20,16,visited
21,16,visited
22,16,visited
23,16,visited
24,16,visited
25,16,barrier
26,16,visited
0,17,visited
1,17,barrier
2,17,visited
3,17,barrier
4,17,visited
5,17,barrier
6,17,visited
7,17,barrier
8,17,normal
9,17,normal
10,17,normal
11,17,barrier
12,17,normal
13,17,barrier
14,17,normal
15,17,barrier
16,17,normal
17,17,path
18,17,normal
19,17,barrier
20,17,visited
21,17,visited
22,17,visited
23,17,visited
24,17,visited
25,17,barrier
26,17,visited
0,18,visited
1,18,barrier
2,18,visited
3,18,barrier
4,18,visited
5,18,barrier
6,18,visited
7,18,barrier
8,18,barrier
9,18,normal
10,18,barrier
11,18,barrier
12,18,normal
13,18,barrier
14,18,normal
15,18,barrier
16,18,barrier
17,18,path
18,18,barrier
19,18,barrier
20,18,barrier
21,18,barrier
22,18,barrier
23,18,barrier
24,18,barrier
25,18,barrier
26,18,visited
0,19,visited
1,19,barrier
2,19,visited
3,19,barrier
4,19,visited
5,19,barrier
6,19,visited
7,19,barrier
8,19,normal
9,19,normal
10,19,normal
11,19,barrier
12,19,normal
13,19,barrier
14,19,normal
15,19,barrier
16,19,path
17,19,path
18,19,barrier
19,19,visited
20,19,barrier
21,19,visited
22,19,visited
23,19,visited
24,19,visited
25,19,visited
26,19,visited
0,20,visited
1,20,barrier
2,20,visited
3,20,barrier
4,20,visited
5,20,barrier
6,20,visited
7,20,barrier
8,20,normal
9,20,barrier
10,20,normal
11,20,barrier
12,20,normal
13,20,barrier
14,20,normal
15,20,barrier
16,20,path
17,20,barrier
18,20,barrier
19,20,visited
20,20,barrier
21,20,visited
22,20,barrier
23,20,visited
24,20,barrier
25,20,visited
26,20,barrier
0,21,visited
1,21,barrier
2,21,visited
3,21,barrier
4,21,visited
5,21,barrier
6,21,visited
7,21,barrier
8,21,barrier
9,21,barrier
10,21,barrier
11,21,barrier
12,21,normal
13,21,barrier
14,21,normal
15,21,barrier
16,21,path
17,21,normal
18,21,barrier
19,21,visited
20,21,barrier
21,21,visited
22,21,barrier
23,21,visited
24,21,barrier
25,21,visited
26,21,barrier
0,22,visited
1,22,barrier
2,22,visited
3,22,barrier
4,22,visited
5,22,barrier
6,22,visited
7,22,barrier
8,22,visited
9,22,visited
10,22,visited
11,22,barrier
12,22,normal
13,22,barrier
14,22,normal
15,22,barrier
16,22,path
17,22,normal
18,22,barrier
19,22,visited
20,22,barrier
21,22,visited
22,22,barrier
23,22,visited
24,22,barrier
25,22,visited
26,22,barrier
0,23,visited
1,23,barrier
2,23,visited
3,23,barrier
4,23,visited
5,23,barrier
6,23,visited
7,23,barrier
8,23,barrier
9,23,barrier
10,23,visited
11,23,barrier
12,23,normal
13,23,barrier
14,23,barrier
15,23,barrier
16,23,barrier
17,23,barrier
18,23,barrier
19,23,visited
20,23,barrier
21,23,visited
22,23,barrier
23,23,visited
24,23,barrier
25,23,visited
26,23,barrier
0,24,visited
1,24,barrier
2,24,visited
3,24,barrier
4,24,visited
5,24,barrier
6,24,visited
7,24,visited
8,24,visited
9,24,visited
10,24,visited
11,24,barrier
12,24,normal
13,24,barrier
14,24,visited
15,24,visited
16,24,visited
17,24,visited
18,24,visited
19,24,visited
20,24,barrier
21,24,visited
22,24,barrier
23,24,visited
24,24,barrier
25,24,visited
26,24,barrier
0,25,visited
1,25,barrier
2,25,visited
3,25,barrier
4,25,visited
5,25,barrier
6,25,barrier
7,25,barrier
8,25,barrier
9,25,barrier
10,25,visited
11,25,barrier
12,25,barrier
13,25,barrier
14,25,visited
15,25,barrier
16,25,barrier
17,25,barrier
18,25,barrier
19,25,visited
20,25,barrier
21,25,visited
22,25,barrier
23,25,visited
24,25,barrier
25,25,visited
26,25,barrier
0,26,visited
1,26,barrier
2,26,visited
3,26,barrier
4,26,visited
5,26,barrier
6,26,visited
7,26,visited
8,26,visited
9,26,visited
10,26,visited
11,26,visited
12,26,visited
13,26,visited
14,26,visited
15,26,visited
16,26,visited
17,26,visited
18,26,visited
19,26,visited
20,26,barrier
21,26,visited
22,26,visited
23,26,visited
24,26,visited
25,26,visited
26,26,visited
