100,100
85,3,normal
86,3,normal
87,3,normal
88,3,normal
89,3,normal
90,3,normal
91,3,normal
92,3,normal
93,3,normal
94,3,normal
95,3,normal
96,3,normal
97,3,normal
98,3,normal
99,3,normal
0,4,normal
1,4,normal
2,4,normal
3,4,normal
4,4,normal
5,4,normal
6,4,normal
7,4,normal
8,4,normal
9,4,normal
10,4,normal
11,4,normal
12,4,normal
13,4,normal
14,4,normal
15,4,normal
16,4,normal
17,4,normal
18,4,normal
19,4,normal
20,4,normal
21,4,normal
22,4,normal
23,4,normal
24,4,normal
25,4,normal
26,4,normal
27,4,normal
28,4,normal
29,4,normal
30,4,normal
31,4,normal
32,4,normal
33,4,normal
34,4,normal
35,4,normal
36,4,normal
37,4,normal
38,4,normal
39,4,normal
40,4,normal
41,4,normal
42,4,normal
43,4,normal
44,4,normal
45,4,normal
46,4,normal
47,4,normal
48,4,normal
49,4,normal
50,4,normal
51,4,normal
52,4,normal
53,4,normal
54,4,normal
55,4,normal
56,4,normal
57,4,normal
58,4,normal
59,4,normal
60,4,normal
61,4,normal
62,4,normal
63,4,normal
64,4,normal
65,4,normal
66,4,normal
67,4,normal
68,4,normal
69,4,normal
70,4,normal
71,4,normal
72,4,normal
73,4,normal
74,4,normal
75,4,normal
76,4,normal
77,4,normal
78,4,normal
79,4,normal
80,4,normal
81,4,normal
82,4,normal
83,4,normal
84,4,normal
85,4,normal
86,4,normal
87,4,normal
88,4,normal
89,4,normal
90,4,normal
91,4,normal
92,4,normal
93,4,normal
94,4,normal
95,4,normal
96,4,normal
97,4,normal
98,4,normal
99,4,normal
0,5,normal
1,5,normal
2,5,normal
3,5,normal
4,5,normal
5,5,normal
6,5,normal
7,5,normal
8,5,normal
9,5,normal
10,5,normal
11,5,normal
12,5,normal
13,5,normal
14,5,normal
15,5,normal
16,5,normal
17,5,normal
18,5,normal
19,5,normal
20,5,normal
21,5,normal
22,5,normal
23,5,normal
24,5,normal
25,5,normal
26,5,normal
27,5,normal
28,5,normal
29,5,normal
30,5,normal
31,5,normal
32,5,normal
33,5,normal
34,5,normal
35,5,normal
36,5,normal
37,5,normal
38,5,normal
39,5,normal
40,5,normal
41,5,normal
42,5,normal
43,5,normal
44,5,normal
45,5,normal
46,5,normal
47,5,normal
48,5,normal
49,5,normal
50,5,normal
51,5,normal
52,5,normal
53,5,normal
54,5,normal
55,5,normal
56,5,normal
57,5,normal
58,5,normal
59,5,normal
60,5,normal
61,5,normal
62,5,normal
63,5,normal
64,5,normal
65,5,normal
66,5,normal
67,5,normal
68,5,normal
69,5,normal
70,5,normal
71,5,normal
72,5,normal
73,5,normal
74,5,normal
75,5,normal
76,5,normal
77,5,normal
78,5,normal
79,5,normal
80,5,normal
81,5,normal
82,5,normal
83,5,normal
84,5,normal
85,5,normal
86,5,normal
87,5,normal
88,5,normal
89,5,normal
90,5,normal
91,5,normal
92,5,normal
93,5,normal
94,5,normal
95,5,normal
96,5,normal
97,5,normal
98,5,normal
99,5,normal
0,6,normal
1,6,normal
2,6,normal
3,6,normal
4,6,normal
5,6,normal
6,6,normal
7,6,normal
8,6,normal
9,6,normal
10,6,normal
11,6,normal
12,6,normal
13,6,normal
14,6,normal
15,6,normal
16,6,normal
17,6,normal
18,6,normal
19,6,normal
20,6,normal
21,6,normal
22,6,normal
23,6,normal
24,6,normal
25,6,normal
26,6,normal
27,6,normal
28,6,normal
29,6,normal
30,6,normal
31,6,normal
32,6,normal
33,6,normal
34,6,normal
35,6,normal
36,6,normal
37,6,normal
38,6,normal
39,6,normal
40,6,normal
41,6,normal
42,6,normal
43,6,normal
44,6,normal
45,6,normal
46,6,normal
47,6,normal
48,6,normal
49,6,normal
50,6,normal
51,6,normal
52,6,normal
53,6,normal
54,6,normal
55,6,normal
56,6,normal
57,6,normal
58,6,normal
59,6,normal
60,6,normal
61,6,normal
62,6,normal
63,6,normal
64,6,normal
65,6,normal
66,6,normal
67,6,normal
68,6,normal
69,6,normal
70,6,normal
71,6,normal
72,6,normal
73,6,normal
74,6,normal
75,6,normal
76,6,normal
77,6,normal
78,6,normal
79,6,normal
80,6,normal
81,6,normal
82,6,normal
83,6,normal
84,6,normal
85,6,normal
86,6,normal
87,6,normal
88,6,normal
89,6,normal
90,6,normal
91,6,normal
92,6,normal
93,6,normal
94,6,normal
95,6,normal
96,6,normal
97,6,normal
98,6,normal
99,6,normal
0,7,normal
1,7,normal
2,7,normal
3,7,normal
4,7,normal
5,7,normal
6,7,normal
7,7,normal
8,7,normal
9,7,normal
10,7,normal
11,7,normal
12,7,normal
13,7,normal
14,7,normal
15,7,normal
16,7,normal
17,7,normal
18,7,normal
19,7,normal
20,7,normal
21,7,normal
22,7,normal
23,7,normal
24,7,normal
25,7,normal
26,7,normal
27,7,normal
28,7,normal
29,7,normal
30,7,normal
31,7,normal
32,7,normal
33,7,normal
34,7,normal
35,7,normal
36,7,normal
37,7,normal
38,7,normal
39,7,normal
40,7,normal
41,7,normal
42,7,normal
43,7,normal
44,7,normal
45,7,normal
46,7,normal
47,7,normal
48,7,normal
49,7,normal
50,7,normal
51,7,normal
52,7,normal
53,7,normal
54,7,normal
55,7,normal
56,7,normal
57,7,normal
58,7,normal
59,7,normal
60,7,normal
61,7,normal
62,7,normal
63,7,normal
64,7,normal
65,7,normal
66,7,normal
67,7,normal
68,7,normal
69,7,normal
70,7,normal
71,7,normal
72,7,normal
73,7,normal
74,7,normal
75,7,normal
76,7,normal
77,7,normal
78,7,normal
79,7,normal
80,7,normal
81,7,normal
82,7,normal
83,7,normal
84,7,normal
85,7,normal
86,7,normal
87,7,normal
88,7,normal
89,7,normal
90,7,normal
91,7,normal
92,7,normal
93,7,normal
94,7,normal
95,7,normal
96,7,normal
97,7,normal
98,7,normal
99,7,normal
0,8,normal
1,8,normal
2,8,normal
3,8,normal
4,8,normal
5,8,normal
6,8,normal
7,8,normal
8,8,normal
9,8,normal
10,8,normal
11,8,normal
12,8,normal
13,8,normal
14,8,normal
15,8,normal
16,8,normal
17,8,normal
18,8,normal
19,8,normal
20,8,normal
21,8,normal
22,8,normal
23,8,normal
24,8,normal
25,8,normal
26,8,normal
27,8,normal
28,8,normal
29,8,normal
30,8,normal
31,8,normal
32,8,normal
33,8,normal
34,8,normal
35,8,normal
36,8,normal
37,8,normal
38,8,normal
39,8,normal
40,8,normal
41,8,normal
42,8,normal
43,8,normal
44,8,normal
45,8,normal
46,8,normal
47,8,normal
48,8,normal
49,8,normal
50,8,normal
51,8,normal
52,8,normal
53,8,normal
54,8,normal
55,8,normal
56,8,normal
57,8,normal
58,8,normal
59,8,normal
60,8,normal
61,8,normal
62,8,normal
63,8,normal
64,8,normal
65,8,normal
66,8,normal
67,8,normal
68,8,normal
69,8,normal
70,8,normal
71,8,normal
72,8,normal
73,8,normal
74,8,normal
75,8,normal
76,8,normal
77,8,normal
78,8,normal
79,8,normal
80,8,normal
81,8,normal
82,8,normal
83,8,normal
84,8,normal
85,8,normal
86,8,normal
87,8,normal
88,8,normal
89,8,normal
90,8,normal
91,8,normal
92,8,normal
93,8,normal
94,8,normal
95,8,normal
96,8,normal
97,8,normal
98,8,normal
99,8,normal
0,9,normal
1,9,normal
2,9,normal
3,9,normal
4,9,normal
5,9,normal
6,9,normal
7,9,normal
8,9,normal
9,9,normal
10,9,normal
11,9,normal
12,9,normal
13,9,normal
14,9,normal
15,9,normal
16,9,normal
17,9,normal
18,9,normal
19,9,normal
20,9,normal
21,9,normal
22,9,normal
23,9,normal
24,9,normal
25,9,normal
26,9,normal
27,9,normal
28,9,normal
29,9,normal
30,9,normal
31,9,normal
32,9,normal
33,9,normal
34,9,normal
35,9,normal
36,9,normal
37,9,normal
38,9,normal
39,9,normal
40,9,normal
41,9,normal
42,9,normal
43,9,normal
44,9,normal
45,9,normal
46,9,normal
47,9,normal
48,9,normal
49,9,normal
50,9,normal
51,9,normal
52,9,normal
53,9,normal
54,9,normal
55,9,normal
56,9,normal
57,9,normal
58,9,normal
59,9,normal
60,9,normal
61,9,normal
62,9,normal
63,9,normal
64,9,normal
65,9,normal
66,9,normal
67,9,normal
68,9,normal
69,9,normal
70,9,normal
71,9,normal
72,9,normal
73,9,normal
74,9,normal
75,9,normal
76,9,normal
77,9,normal
78,9,normal
79,9,normal
80,9,normal
81,9,normal
82,9,normal
83,9,normal
84,9,normal
85,9,normal
86,9,normal
87,9,normal
88,9,normal
89,9,normal
90,9,normal
91,9,normal
92,9,normal
93,9,normal
94,9,normal
95,9,normal
96,9,normal
97,9,normal
98,9,normal
99,9,normal
0,10,normal
1,10,normal
2,10,normal
3,10,normal
4,10,normal
5,10,normal
6,10,normal
7,10,normal
8,10,normal
9,10,normal
10,10,normal
11,10,normal
12,10,normal
13,10,normal
14,10,normal
15,10,normal
16,10,normal
17,10,normal
18,10,normal
19,10,normal
20,10,normal
21,10,normal
22,10,normal
23,10,normal
24,10,normal
25,10,normal
26,10,normal
27,10,normal
28,10,normal
29,10,normal
30,10,normal
31,10,normal
32,10,normal
33,10,normal
34,10,normal
35,10,normal
36,10,normal
37,10,normal
38,10,normal
39,10,normal
40,10,normal
41,10,normal
42,10,normal
43,10,normal
44,10,normal
45,10,normal
46,10,normal
47,10,normal
48,10,normal
49,10,normal
50,10,normal
51,10,normal
52,10,normal
53,10,normal
54,10,normal
55,10,normal
56,10,normal
57,10,normal
58,10,normal
59,10,normal
60,10,normal
61,10,normal
62,10,normal
63,10,normal
64,10,normal
65,10,normal
66,10,normal
67,10,normal
68,10,normal
69,10,normal
70,10,normal
71,10,normal
72,10,normal
73,10,normal
74,10,normal
75,10,normal
76,10,normal
77,10,normal
78,10,normal
79,10,normal
80,10,normal
81,10,normal
82,10,normal
83,10,normal
84,10,normal
85,10,normal
86,10,normal
87,10,normal
88,10,normal
89,10,normal
90,10,normal
91,10,normal
92,10,normal
93,10,normal
94,10,normal
95,10,normal
96,10,normal
97,10,normal
98,10,normal
99,10,normal
0,11,normal
1,11,normal
2,11,normal
3,11,normal
4,11,normal
5,11,normal
6,11,normal
7,11,normal
8,11,normal
9,11,normal
10,11,normal
11,11,normal
12,11,normal
13,11,normal
14,11,normal
15,11,normal
16,11,normal
17,11,normal
18,11,normal
19,11,normal
20,11,normal
21,11,normal
22,11,normal
23,11,normal
24,11,normal
25,11,normal
26,11,normal
27,11,normal
28,11,normal
29,11,normal
30,11,normal
31,11,normal
32,11,normal
33,11,normal
34,11,normal
35,11,normal
36,11,normal
37,11,normal
38,11,normal
39,11,normal
40,11,normal
41,11,normal
42,11,normal
43,11,normal
44,11,normal
45,11,normal
46,11,normal
47,11,normal
48,11,normal
49,11,normal
50,11,normal
51,11,normal
52,11,normal
53,11,normal
54,11,normal
55,11,normal
56,11,normal
57,11,normal
58,11,normal
59,11,normal
60,11,normal
61,11,normal
62,11,normal
63,11,normal
64,11,normal
65,11,normal
66,11,normal
67,11,normal
68,11,normal
69,11,normal
70,11,normal
71,11,normal
72,11,normal
73,11,normal
74,11,normal
75,11,normal
76,11,normal
77,11,normal
78,11,normal
79,11,normal
80,11,normal
81,11,normal
82,11,normal
83,11,normal
84,11,normal
85,11,normal
86,11,normal
87,11,normal
88,11,normal
89,11,normal
90,11,normal
91,11,normal
92,11,normal
93,11,normal
94,11,normal
95,11,normal
96,11,normal
97,11,normal
98,11,normal
99,11,normal
0,12,normal
1,12,normal
2,12,normal
3,12,normal
4,12,normal
5,12,normal
6,12,normal
7,12,normal
8,12,normal
9,12,normal
10,12,normal
11,12,normal
12,12,normal
13,12,normal
14,12,normal
15,12,normal
16,12,normal
17,12,normal
18,12,normal
19,12,normal
20,12,normal
21,12,normal
22,12,normal
23,12,normal
24,12,normal
25,12,normal
26,12,normal
27,12,normal
28,12,normal
29,12,normal
30,12,normal
31,12,normal
32,12,normal
33,12,normal
34,12,normal
35,12,normal
36,12,normal
37,12,normal
38,12,normal
39,12,normal
40,12,normal
41,12,normal
42,12,normal
43,12,normal
44,12,normal
45,12,normal
46,12,normal
47,12,normal
48,12,normal
49,12,normal
50,12,normal
51,12,normal
52,12,normal
53,12,normal
54,12,normal
55,12,normal
56,12,normal
57,12,normal
58,12,normal
59,12,normal
60,12,normal
61,12,normal
62,12,normal
63,12,normal
64,12,normal
65,12,normal
66,12,normal
67,12,normal
68,12,normal
69,12,normal
70,12,normal
71,12,normal
72,12,normal
73,12,normal
74,12,normal
75,12,normal
76,12,normal
77,12,normal
78,12,normal
79,12,normal
80,12,normal
81,12,normal
82,12,normal
83,12,normal
84,12,normal
85,12,normal
86,12,normal
87,12,normal
88,12,normal
89,12,normal
90,12,normal
91,12,normal
92,12,normal
93,12,normal
94,12,normal
95,12,normal
96,12,normal
97,12,normal
98,12,normal
99,12,normal
0,13,normal
1,13,normal
2,13,normal
3,13,normal
4,13,normal
5,13,normal
6,13,normal
7,13,normal
8,13,normal
9,13,normal
10,13,normal
11,13,normal
12,13,normal
13,13,normal
14,13,normal
15,13,normal
16,13,normal
17,13,normal
18,13,normal
19,13,normal
20,13,normal
21,13,normal
22,13,normal
23,13,normal
24,13,normal
25,13,normal
26,13,normal
27,13,normal
28,13,normal
29,13,normal
30,13,normal
31,13,normal
32,13,normal
33,13,normal
34,13,normal
35,13,normal
36,13,normal
37,13,normal
38,13,normal
39,13,normal
40,13,normal
41,13,normal
42,13,normal
43,13,normal
44,13,normal
45,13,normal
46,13,normal
47,13,normal
48,13,normal
49,13,normal
50,13,normal
51,13,normal
52,13,normal
53,13,normal
54,13,normal
55,13,normal
56,13,normal
57,13,normal
58,13,normal
59,13,normal
60,13,normal
61,13,normal
62,13,normal
63,13,normal
64,13,normal
65,13,normal
66,13,normal
67,13,normal
68,13,normal
69,13,normal
70,13,normal
71,13,normal
72,13,normal
73,13,normal
74,13,normal
75,13,normal
76,13,normal
77,13,normal
78,13,normal
79,13,normal
80,13,normal
81,13,normal
82,13,normal
83,13,normal
84,13,normal
85,13,normal
86,13,normal
87,13,normal
88,13,normal
89,13,normal
90,13,normal
91,13,normal
92,13,normal
93,13,normal
94,13,normal
95,13,normal
96,13,normal
97,13,normal
98,13,normal
99,13,normal
0,14,normal
1,14,normal
2,14,normal
3,14,normal
4,14,normal
5,14,normal
6,14,normal
7,14,normal
8,14,normal
9,14,normal
10,14,normal
11,14,normal
12,14,normal
13,14,normal
14,14,normal
15,14,normal
16,14,normal
17,14,normal
18,14,normal
19,14,normal
20,14,normal
21,14,normal
22,14,normal
23,14,normal
24,14,normal
25,14,barrier
26,14,normal
27,14,normal
28,14,normal
29,14,normal
30,14,normal
31,14,normal
32,14,normal
33,14,normal
34,14,normal
35,14,normal
36,14,normal
37,14,normal
38,14,normal
39,14,normal
40,14,normal
41,14,normal
42,14,normal
43,14,normal
44,14,normal
45,14,normal
46,14,normal
47,14,normal
48,14,normal
49,14,normal
50,14,normal
51,14,normal
52,14,normal
53,14,normal
54,14,normal
55,14,normal
56,14,normal
57,14,normal
58,14,normal
59,14,normal
60,14,normal
61,14,normal
62,14,normal
63,14,normal
64,14,normal
65,14,normal
66,14,normal
67,14,normal
68,14,normal
69,14,normal
70,14,normal
71,14,normal
72,14,normal
73,14,normal
74,14,normal
75,14,normal
76,14,normal
77,14,normal
78,14,normal
79,14,normal
80,14,normal
81,14,normal
82,14,normal
83,14,normal
84,14,normal
85,14,normal
86,14,normal
87,14,normal
88,14,normal
89,14,normal
90,14,normal
91,14,normal
92,14,normal
93,14,normal
94,14,normal
95,14,normal
96,14,normal
97,14,normal
98,14,normal
99,14,normal
0,15,normal
1,15,normal
2,15,normal
3,15,normal
4,15,normal
5,15,normal
6,15,normal
7,15,normal
8,15,normal
9,15,normal
10,15,normal
11,15,normal
12,15,normal
13,15,normal
14,15,normal
15,15,normal
16,15,normal
17,15,normal
18,15,normal
19,15,normal
20,15,normal
21,15,normal
22,15,normal
23,15,normal
24,15,normal
25,15,normal
26,15,normal
27,15,normal
28,15,normal
29,15,normal
30,15,normal
31,15,normal
32,15,normal
33,15,normal
34,15,normal
35,15,normal
36,15,normal
37,15,normal
38,15,normal
39,15,normal
40,15,normal
41,15,normal
42,15,normal
43,15,normal
44,15,normal
45,15,normal
46,15,normal
47,15,normal
48,15,normal
49,15,normal
50,15,normal
51,15,normal
52,15,normal
53,15,normal
54,15,normal
55,15,normal
56,15,normal
57,15,normal
58,15,normal
59,15,normal
60,15,normal
61,15,normal
62,15,normal
63,15,normal
64,15,normal
65,15,normal
66,15,normal
67,15,normal
68,15,normal
69,15,normal
70,15,normal
71,15,normal
72,15,normal
73,15,normal
74,15,normal
75,15,normal
76,15,normal
77,15,normal
78,15,normal
79,15,normal
80,15,normal
81,15,normal
82,15,normal
83,15,normal
84,15,normal
85,15,normal
86,15,normal
87,15,normal
88,15,normal
89,15,normal
90,15,normal
91,15,normal
92,15,normal
93,15,normal
94,15,normal
95,15,normal
96,15,normal
97,15,normal
98,15,normal
99,15,normal
0,16,normal
1,16,normal
2,16,normal
3,16,normal
4,16,normal
5,16,normal
6,16,normal
7,16,normal
8,16,normal
9,16,normal
10,16,normal
11,16,normal
12,16,normal
13,16,normal
14,16,normal
15,16,normal
16,16,normal
17,16,normal
18,16,normal
19,16,normal
20,16,normal
21,16,normal
22,16,normal
23,16,normal
24,16,normal
25,16,normal
26,16,normal
27,16,normal
28,16,normal
29,16,normal
30,16,normal
31,16,normal
32,16,normal
33,16,normal
34,16,normal
35,16,normal
36,16,normal
37,16,normal
38,16,normal
39,16,normal
40,16,normal
41,16,normal
42,16,normal
43,16,normal
44,16,normal
45,16,normal
46,16,normal
47,16,normal
48,16,normal
49,16,normal
50,16,normal
51,16,normal
52,16,normal
53,16,normal
54,16,normal
55,16,normal
56,16,normal
57,16,normal
58,16,normal
59,16,normal
60,16,normal
61,16,normal
62,16,normal
63,16,normal
64,16,normal
65,16,normal
66,16,normal
67,16,normal
68,16,normal
69,16,normal
70,16,normal
71,16,normal
72,16,normal
73,16,normal
74,16,normal
75,16,normal
76,16,normal
77,16,normal
78,16,normal
79,16,normal
80,16,normal
81,16,normal
82,16,normal
83,16,normal
84,16,normal
85,16,normal
86,16,normal
87,16,normal
88,16,normal
89,16,normal
90,16,normal
91,16,normal
92,16,normal
93,16,normal
94,16,normal
95,16,normal
96,16,normal
97,16,normal
98,16,normal
99,16,normal
0,17,normal
1,17,normal
2,17,normal
3,17,normal
4,17,normal
5,17,normal
6,17,normal
7,17,normal
8,17,normal
9,17,normal
10,17,normal
11,17,normal
12,17,normal
13,17,normal
14,17,normal
15,17,normal
16,17,normal
17,17,normal
18,17,normal
19,17,normal
20,17,normal
21,17,normal
22,17,normal
23,17,normal
24,17,normal
25,17,normal
26,17,normal
27,17,normal
28,17,normal
29,17,normal
30,17,normal
31,17,normal
32,17,normal
33,17,normal
34,17,normal
35,17,normal
36,17,normal
37,17,normal
38,17,normal
39,17,normal
40,17,normal
41,17,normal
42,17,normal
43,17,normal
44,17,normal
45,17,normal
46,17,normal
47,17,normal
48,17,normal
49,17,normal
50,17,normal
51,17,normal
52,17,normal
53,17,normal
54,17,normal
55,17,normal
56,17,normal
57,17,normal
58,17,normal
59,17,normal
60,17,normal
61,17,normal
62,17,normal
63,17,normal
64,17,normal
65,17,normal
66,17,normal
67,17,normal
68,17,normal
69,17,normal
70,17,normal
71,17,normal
72,17,normal
73,17,normal
74,17,normal
75,17,normal
76,17,normal
77,17,normal
78,17,normal
79,17,normal
80,17,normal
81,17,normal
82,17,normal
83,17,normal
84,17,normal
85,17,normal
86,17,normal
87,17,normal
88,17,normal
89,17,normal
90,17,normal
91,17,normal
92,17,normal
93,17,normal
94,17,normal
95,17,normal
96,17,normal
97,17,normal
98,17,normal
99,17,normal
0,18,normal
1,18,normal
2,18,normal
3,18,normal
4,18,normal
5,18,normal
6,18,normal
7,18,normal
8,18,normal
9,18,normal
10,18,normal
11,18,normal
12,18,normal
13,18,normal
14,18,normal
15,18,normal
16,18,normal
17,18,normal
18,18,normal
19,18,normal
20,18,normal
21,18,normal
22,18,normal
23,18,normal
24,18,normal
25,18,normal
26,18,normal
27,18,normal
28,18,normal
29,18,normal
30,18,normal
31,18,normal
32,18,normal
33,18,normal
34,18,normal
35,18,normal
36,18,normal
37,18,normal
38,18,normal
39,18,normal
40,18,normal
41,18,normal
42,18,normal
43,18,normal
44,18,normal
45,18,normal
46,18,normal
47,18,normal
48,18,normal
49,18,normal
50,18,normal
51,18,normal
52,18,normal
53,18,normal
54,18,normal
55,18,normal
56,18,normal
57,18,normal
58,18,normal
59,18,normal
60,18,normal
61,18,normal
62,18,normal
63,18,normal
64,18,normal
65,18,normal
66,18,normal
67,18,normal
68,18,normal
69,18,normal
70,18,normal
71,18,normal
72,18,normal
73,18,normal
74,18,normal
75,18,normal
76,18,normal
77,18,normal
78,18,normal
79,18,normal
80,18,normal
81,18,normal
82,18,normal
83,18,normal
84,18,normal
85,18,normal
86,18,normal
87,18,normal
88,18,normal
89,18,normal
90,18,normal
91,18,normal
92,18,normal
93,18,normal
94,18,normal
95,18,normal
96,18,normal
97,18,normal
98,18,normal
99,18,normal
0,19,normal
1,19,normal
2,19,normal
3,19,normal
4,19,normal
5,19,normal
6,19,normal
7,19,normal
8,19,normal
9,19,normal
10,19,normal
11,19,normal
12,19,normal
13,19,normal
14,19,normal
15,19,normal
16,19,normal
17,19,normal
18,19,normal
19,19,normal
20,19,normal
21,19,normal
22,19,normal
23,19,normal
24,19,normal
25,19,normal
26,19,normal
27,19,normal
28,19,normal
29,19,normal
30,19,normal
31,19,normal
32,19,normal
33,19,normal
34,19,normal
35,19,normal
36,19,normal
37,19,normal
38,19,normal
39,19,normal
40,19,normal
41,19,normal
42,19,normal
43,19,normal
44,19,normal
45,19,normal
46,19,normal
47,19,normal
48,19,normal
49,19,normal
50,19,normal
51,19,normal
52,19,normal
53,19,normal
54,19,normal
55,19,normal
56,19,normal
57,19,normal
58,19,normal
59,19,normal
60,19,normal
61,19,normal
62,19,normal
63,19,normal
64,19,normal
65,19,normal
66,19,normal
67,19,normal
68,19,normal
69,19,normal
70,19,normal
71,19,normal
72,19,normal
73,19,normal
74,19,normal
75,19,normal
76,19,normal
77,19,normal
78,19,normal
79,19,normal
80,19,normal
81,19,normal
82,19,normal
83,19,normal
84,19,normal
85,19,normal
86,19,normal
87,19,normal
88,19,normal
89,19,normal
90,19,normal
91,19,normal
92,19,normal
93,19,normal
94,19,normal
95,19,normal
96,19,normal
97,19,normal
